turns,winner,white_rating,black_rating,opening_name,opening_ply
72,black,1425,1387,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
62,black,1435,1481,French Defense: Steinitz Attack,3
103,white,1424,1425,Sicilian Defense,2
112,black,1432,1513,King's Pawn Game: Wayward Queen Attack,3
80,black,1336,1424,Italian Game: Anti-Fried Liver Defense,6
26,black,1444,1412,Scotch Game: Malaniuk Variation,8
61,white,1570,1419,Vienna Game: Falkbeer Variation,4
93,draw,1511,1416,Italian Game: Anti-Fried Liver Defense,6
18,black,1521,1401,King's Knight Opening: Normal Variation,4
39,draw,1377,1402,Queen's Pawn Game #3,4
22,black,1437,1389,Semi-Slav Defense: Accelerated Move Order,6
3,white,1427,1399,King's Knight Opening,3
44,black,1404,1631,Modern Defense,2
76,black,1610,1388,King's Gambit Accepted: Modern Defense #2,7
72,black,1393,1589,King's Pawn Game: Wayward Queen Attack,3
52,black,1389,1788,Sicilian Defense,2
37,white,1640,1393,Italian Game: Anti-Fried Liver Defense,6
8,black,1404,1390,Nimzowitsch Defense,2
84,black,1293,1390,Italian Game: Anti-Fried Liver Defense,6
103,white,1268,1405,King's Pawn Game: Wayward Queen Attack,3
33,white,1908,1479,King's Pawn Game: Leonardis Variation,3
13,draw,1364,2081,Queen's Pawn Game: Zukertort Variation,3
24,white,1788,1245,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
35,white,1245,1011,Queen's Pawn,1
20,black,1245,1148,Philidor Defense,5
95,draw,1148,1245,Petrov's Defense,4
56,black,1930,2068,Italian Game: Two Knights Defense |  Polerio Defense |  Bogoljubov Variation,15
75,black,1913,2042,French Defense: Exchange Variation,5
36,black,1921,2009,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
24,black,1152,1550,Vienna Game: Falkbeer Variation,4
83,white,1967,1152,Zukertort Opening: The Walrus,6
55,white,1619,1155,Scotch Game,5
96,black,1159,1501,Ponziani Opening,5
93,white,1146,1055,Philidor Defense #2,4
46,white,1562,1149,Mikenas Defense,2
12,white,1195,1000,Van't Kruijs Opening,1
8,draw,1176,1148,King's Pawn Game: Wayward Queen Attack,3
33,white,1099,1166,King's Pawn Game: McConnell Defense,4
4,white,1282,1180,King's Knight Opening,3
11,white,1274,1194,King's Pawn Game: McConnell Defense,4
9,white,1457,1202,King's Pawn Game: McConnell Defense,4
11,white,1510,1208,Van't Kruijs Opening,1
21,white,1508,1214,King's Pawn Game: McConnell Defense,4
13,white,1283,1232,King's Pawn Game: McConnell Defense,4
40,black,1257,1199,Scandinavian Defense,2
54,black,1290,1119,Scandinavian Defense,2
16,white,1885,1291,King's Pawn Game: Busch-Gass Gambit,4
11,white,1375,1311,King's Pawn Game: McConnell Defense,4
73,black,1331,1394,King's Pawn Game: Napoleon Attack,3
8,black,1339,1646,Scandinavian Defense,2
24,black,1377,1418,King's Pawn Game: Napoleon Attack,3
17,white,1860,1381,King's Pawn Game: McConnell Defense,4
15,white,1661,1392,Englund Gambit,2
24,black,1165,1765,Sicilian Defense,2
29,white,1670,1432,Philidor Defense #2,4
57,white,1290,1449,Philidor Defense #3,5
19,white,1442,1297,Scotch Game: Scotch Gambit |  Sarratt Variation,9
63,white,1478,1453,Portuguese Opening,3
64,black,1759,1438,Philidor Defense: Exchange Variation,8
23,white,1426,1408,French Defense: Advance Variation |  Paulsen Attack,9
100,black,1409,1790,Sicilian Defense: Bowdler Attack,3
2,white,1409,1723,King's Pawn Game,2
64,black,1423,1552,French Defense: Knight Variation,3
85,white,1711,1427,Russian Game: Urusov Gambit,5
53,white,1626,1433,Indian Game,2
88,black,1252,1427,Philidor Defense: Exchange Variation #3,6
17,draw,1423,1744,Sicilian Defense: Bowdler Attack,3
41,white,1775,1426,Petrov's Defense,4
46,black,1431,1658,King's Knight Opening: Normal Variation,4
61,white,1578,1438,Russian Game: Three Knights Game,5
93,white,1507,1448,Vienna Game: Mengarini Variation,5
29,black,1456,1562,Sicilian Defense: Old Sicilian,4
51,white,1402,1462,Queen's Gambit Declined: Exchange Variation,7
62,black,1469,1636,Scotch Game: Malaniuk Variation,8
59,white,1449,1731,Scotch Game: Benima Defense,8
39,white,1436,1478,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
118,draw,1787,1427,Barnes Opening: Walkerling,5
104,white,1501,1436,Philidor Defense #2,4
24,black,1439,1821,Sicilian Defense: Alapin Variation,3
58,black,1419,1428,Philidor Defense #3,5
73,black,1435,1598,Scandinavian Defense: Boehnke Gambit,6
41,white,1497,1445,Trompowsky Attack,3
10,white,1531,1454,Philidor Defense: Nimzowitsch Variation |  Klein Variation,7
35,white,1439,1545,French Defense: Knight Variation,3
21,white,1567,1447,Indian Game: East Indian Defense,4
47,white,1953,1448,Philidor Defense: Exchange Variation #3,6
91,white,1553,1457,Indian Game: Anti-Nimzo-Indian,5
41,black,1462,1697,Scandinavian Defense: Modern Variation #2,4
159,black,1526,1447,Russian Game: Urusov Gambit,5
53,white,1431,1539,Italian Game: Schilling-Kostic Gambit,6
96,black,1435,1725,King's Pawn Game: McConnell Defense,4
19,white,1583,1426,Bishop's Opening: Berlin Defense,4
102,white,1694,1430,Philidor Defense: Exchange Variation,8
67,draw,1420,1886,Caro-Kann Defense,2
26,white,1436,1432,Vienna Game: Stanley Variation,5
141,draw,1428,1531,French Defense: Knight Variation,3
131,white,1726,1432,King's Gambit Accepted |  King's Knight Gambit,5
78,white,1627,1438,Philidor Defense: Exchange Variation,8
58,white,1889,1440,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
63,white,1427,1447,Scandinavian Defense,2
22,black,842,1076,Kadas Opening,1
35,white,1076,842,Goldsmith Defense,2
19,white,966,869,King's Pawn Game: Leonardis Variation,3
9,draw,1017,869,French Defense #2,2
16,black,869,1028,Van Geet Opening: Reversed Nimzowitsch,2
45,white,1028,869,Rat Defense: Small Center Defense,4
10,black,869,1028,Polish Opening,1
21,white,1028,869,Modern Defense,2
21,white,1015,897,Modern Defense,2
4,black,927,1055,Nimzo-Larsen Attack,1
87,white,1507,927,Goldsmith Defense,2
65,white,1665,927,Mikenas Defense,2
39,black,1435,1653,Grob Opening,1
38,black,1397,1500,Hungarian Opening,1
3,white,1828,1500,Pirc Defense #4,2
30,black,1303,1500,Pirc Defense #4,2
29,black,1247,1224,Alekhine Defense: Modern Variation |  Main Line,8
35,white,1311,1320,King's Gambit Accepted |  MacLeod Defense,6
39,white,1398,1412,Italian Game: Giuoco Pianissimo,7
51,white,1348,1183,Alekhine Defense,2
84,black,1170,800,King's Pawn Game: Damiano Defense,4
27,white,1381,1575,Ruy Lopez: Morphy Defense |  Graz Variation,10
43,white,1500,1219,Modern Defense: Mongredien Defense #2,6
19,white,899,1139,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
27,white,1224,1289,Philidor Defense,5
40,white,1207,1367,King's Knight Opening: Normal Variation,4
89,white,1359,1214,Russian Game: Three Knights Game,5
22,black,1340,1197,Queen's Pawn Game: Chigorin Variation,3
84,black,1207,1232,Ruy Lopez,5
55,white,1082,1500,Russian Game: Three Knights Game,5
33,white,1429,1212,King's Pawn Game: Damiano Defense,4
65,white,1177,1217,King's Pawn Game: Damiano Defense,4
32,black,1231,1162,Philidor Defense #2,4
28,black,1173,1221,Queen's Pawn Game: Anti-Torre,4
52,black,1235,1157,French Defense: Franco-Hiva Gambit I,4
49,white,1253,1247,Van't Kruijs Opening,1
69,white,1044,1181,Ruy Lopez: Exchange Variation,7
83,white,1391,1263,Ruy Lopez: Exchange Variation,7
114,draw,1231,1264,King's Pawn Game: Damiano Defense,4
126,black,1305,1250,Van Geet Opening: Reversed Nimzowitsch,2
30,black,1415,1245,King's Knight Opening: Normal Variation,4
78,black,1401,1237,King's Pawn Game: Wayward Queen Attack,3
49,white,1399,1238,King's Pawn Game: Damiano Defense,4
101,white,1400,1246,King's Pawn Game: Wayward Queen Attack,3
51,white,1232,1266,Scandinavian Defense: Mieses-Kotroc Variation,4
73,white,1215,1326,Scandinavian Defense: Mieses-Kotroc Variation,4
66,black,1320,1198,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
84,black,1364,1182,Queen's Gambit Accepted: Old Variation,5
46,black,1197,1151,Philidor Defense #2,4
85,white,1197,1023,King's Pawn Game: Damiano Defense,4
55,white,1171,1070,King's Pawn Game: Damiano Defense,4
51,white,1185,1125,Philidor Defense #2,4
93,white,1170,1192,French Defense: Steinitz Attack,3
31,white,1155,1170,Philidor Defense #2,4
51,white,1500,1410,Scandinavian Defense: Main Line,6
54,black,1607,1580,King's Pawn Game: McConnell Defense,4
38,black,1739,1606,Ruy Lopez: Steinitz Defense,6
30,black,1487,1673,French Defense: Steinitz Attack,3
98,black,1496,1500,French Defense: Two Knights Variation,5
50,black,1622,1500,Sicilian Defense: French Variation |  Open,6
23,white,1500,1568,Queen's Gambit Accepted: Slav Gambit,6
56,black,1502,1500,Pirc Defense: Byrne Variation,7
33,draw,1375,1500,Alekhine Defense: Scandinavian Variation,4
48,white,1500,1575,Dutch Defense: Staunton Gambit,7
68,black,1197,1500,Italian Game: Giuoco Pianissimo |  Normal,8
37,white,1500,1370,Slav Defense: Quiet Variation |  Pin Defense,8
75,white,1565,1549,Queen's Pawn Game: Levitsky Attack,3
34,black,1320,1554,English Opening: King's English Variation,2
57,white,1525,1524,Pirc Defense: Classical Variation,8
68,black,1497,1493,Queen's Gambit Declined: Tartakower Defense,14
54,black,1259,1478,Robatsch (Modern) Defense,4
60,black,1665,1421,Ruy Lopez: Exchange Variation,7
48,white,1390,1319,Dutch Defense,2
75,black,1329,1350,Caro-Kann Defense: Two Knights Attack,5
30,black,1005,1350,Queen's Gambit Accepted: Old Variation,5
113,white,1308,1205,Center Game #2,3
55,white,1286,1280,Bird Opening,1
75,white,1260,1313,Van't Kruijs Opening,1
78,black,1327,1490,French Defense: Steinitz Attack,3
20,black,1299,1301,Scandinavian Defense: Mieses-Kotroc Variation,4
62,black,1314,1520,Scotch Game,5
48,black,1211,1500,Van't Kruijs Opening,1
66,black,1576,1256,Queen's Gambit Declined,4
75,white,2003,1316,English Defense #2,2
62,black,1359,1170,King's Knight Opening: Normal Variation,4
44,black,1219,1339,Bird Opening,1
39,white,1303,1353,Queen's Indian Defense: Spassky System,7
94,black,1381,1256,Scandinavian Defense: Mieses-Kotroc Variation,4
41,white,1373,1271,Alekhine Defense: Krejcik Variation,3
6,black,1306,1396,Scandinavian Defense,2
68,black,1312,1814,King's Gambit Accepted |  Dodo Variation,5
55,white,1282,1129,Hungarian Opening,1
101,white,1466,1318,Queen's Pawn Game #2,3
34,black,1337,1672,Sicilian Defense: Snyder Variation,3
21,white,1668,1360,Pirc Defense #2,5
82,black,1453,1427,Center Game,5
51,white,2117,1458,Alekhine Defense: Four Pawns Attack,9
48,black,1498,1276,Center Game: Hall Variation,7
13,white,1500,1350,English Opening: King's English Variation |  Three Knights System,5
75,white,1459,1500,King's Pawn Game: Wayward Queen Attack,3
35,white,1449,1462,Old Indian Defense,4
108,black,1472,1501,Philidor Defense #3,5
144,black,1481,1516,Sicilian Defense: Bowdler Attack,3
53,white,1472,1435,King's Knight Opening,3
52,black,1483,1455,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8
59,white,1401,1496,Sicilian Defense: Smith-Morra Gambit #2,3
78,black,1456,1487,Sicilian Defense: Bowdler Attack,3
74,black,1548,1476,Sicilian Defense,2
104,black,1486,1484,King's Knight Opening: Normal Variation,4
82,black,1401,1478,Sicilian Defense: Old Sicilian,4
88,black,1532,1466,Sicilian Defense: Old Sicilian,4
61,white,1456,1441,Ruy Lopez: Cozio Defense,6
73,white,1445,1454,Ruy Lopez: Steinitz Defense,6
77,white,1509,1454,Indian Game,2
122,draw,1442,1454,Sicilian Defense: Staunton-Cochrane Variation,3
157,white,1440,1465,Sicilian Defense: Bowdler Attack,3
67,white,1500,1472,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,12
23,white,1464,1362,Ruy Lopez: Berlin Defense #2,6
50,black,1475,1462,Polish Opening: Bugayev Attack,3
49,white,1457,1487,Sicilian Defense: Classical Variation,10
33,white,1478,1422,Scotch Game,7
89,white,1507,1488,Sicilian Defense: Bowdler Attack,3
37,white,1540,1489,Sicilian Defense: Paulsen Variation |  Normal Variation,9
110,black,1499,1486,Nimzo-Larsen Attack,1
46,black,1509,1540,Ruy Lopez: Steinitz Defense,6
77,white,1487,1521,Van't Kruijs Opening,1
18,black,1477,1504,Sicilian Defense: Old Sicilian,4
117,draw,1402,1507,Sicilian Defense: Smith-Morra Gambit #2,3
55,white,1498,1446,Sicilian Defense: Bowdler Attack,3
72,black,1505,1628,Ruy Lopez: Berlin Defense #2,6
58,black,1510,1480,Ruy Lopez: Bird Variation,6
75,white,1502,1394,Sicilian Defense: Staunton-Cochrane Variation,3
14,black,1455,1493,Sicilian Defense,2
34,black,1507,1482,Sicilian Defense: McDonnell Attack,3
48,black,1434,1473,English Opening: Mikenas-Carls Variation #2,5
110,black,1475,1470,Sicilian Defense: Bowdler Attack,3
54,black,1487,1427,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
35,white,1500,1487,Modern Defense,2
37,white,1478,1423,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
52,black,1504,1467,Sicilian Defense,2
71,white,1457,1448,Philidor Defense,5
151,white,1462,1468,Sicilian Defense: Bowdler Attack,3
60,black,1480,1419,Ruy Lopez: Morphy Defense |  Caro Variation,8
86,black,1391,1472,Sicilian Defense: Closed Variation |  Traditional,4
77,white,1462,1424,Philidor Defense #3,5
8,white,1551,1159,Alekhine Defense,2
62,black,1057,1450,Zukertort Opening: Reversed Mexican Defense,3
37,white,1577,1217,Alekhine Defense,2
130,draw,1272,1186,Kadas Opening,1
32,black,1337,1391,Blackmar-Diemer Gambit,3
19,white,1500,1500,Queen's Pawn Game: Chigorin Variation,3
54,black,1500,1099,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
67,white,1277,1500,King's Pawn Game,2
175,white,1896,1619,King's Gambit Declined |  Classical Variation,4
55,white,1481,1750,Sicilian Defense: Kan Variation |  Knight Variation,9
47,white,1426,1458,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,18
52,black,1512,1485,King's Gambit Accepted: Modern Defense #2,7
137,draw,1503,1637,Italian Game,5
147,white,1629,1510,Scotch Game,5
48,draw,1506,1633,Three Knights Opening,5
60,black,1524,1765,Four Knights Game: Italian Variation,8
131,white,1760,1529,Russian Game: Damiano Variation,6
42,black,1534,1755,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
56,white,1533,1593,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,7
37,black,1547,1356,Philidor Defense: Paulsen Attack,9
55,white,1537,1560,Four Knights Game: Italian Variation,8
36,black,1564,1814,King's Pawn Game: McConnell Defense,4
23,white,1548,1729,Scotch Game: Classical Variation,8
40,black,1563,1469,French Defense: Normal Variation,3
85,white,1551,1573,Alekhine Defense: Scandinavian Variation,4
48,white,1549,1109,Nimzowitsch Defense: French Connection,4
7,white,1536,1232,Scandinavian Defense: Mieses-Kotroc Variation,4
35,white,1518,1762,Scotch Game,7
19,black,1500,1337,Scotch Game: Classical Variation |  Intermezzo Variation,10
56,white,1514,1255,Scotch Game,7
100,black,1260,1389,Bishop's Opening: Vienna Hybrid,7
46,black,1389,1260,Scotch Game,7
65,white,1509,1253,Philidor Defense,5
48,black,1520,1534,Sicilian Defense: Sozin Attack |  Leonhardt Variation,12
25,white,1509,1499,Scotch Game,7
39,white,1506,1133,Scotch Game,5
177,draw,1502,1718,Philidor Defense: Hanham Variation,6
88,black,1509,1639,Sicilian Defense #2,6
53,white,1500,1451,French Defense: Two Knights Variation,5
16,black,1512,1503,King's Pawn Game: McConnell Defense,4
29,white,1489,1589,Owen Defense,2
28,black,1496,1646,Scotch Game,7
56,black,1507,1512,French Defense: Normal Variation,3
73,black,1517,1569,Rat Defense: Balogh Defense,4
70,black,1524,1668,Scotch Game,7
49,white,1515,1437,Scotch Game,5
7,white,1508,1373,Scandinavian Defense: Main Line,6
44,black,1522,1461,Sicilian Defense: Chekhover Variation,7
98,draw,1523,1494,Scotch Game,7
61,black,1536,1487,Russian Game: Three Knights Game,5
50,black,1542,1763,King's Pawn Game: McConnell Defense,4
57,white,1524,1714,Scotch Game,5
39,white,1521,1150,Guatemala Defense,4
42,black,1540,1267,Sicilian Defense: Closed Variation |  Traditional,4
28,black,1549,1647,Philidor Defense: Exchange Variation,8
81,white,1976,1755,French Defense: Advance Variation,8
66,black,1768,1662,Italian Game: Two Knights Defense,6
132,black,1500,1652,Sicilian Defense: French Variation,4
59,white,1398,1500,King's Pawn Game: Leonardis Variation,3
41,white,1500,1500,Bishop's Opening,3
42,black,1400,1500,Queen's Pawn Game #2,3
85,white,1452,1500,Philidor Defense,5
37,draw,1458,1500,Alekhine Defense: Scandinavian Variation,4
51,white,1906,1857,Queen's Gambit Accepted: Rosenthal Variation,6
73,white,1897,1027,Caro-Kann Defense: Karpov Variation,8
81,white,1500,1814,English Opening: Agincourt Defense |  Catalan Defense |  Semi-Slav Defense,8
37,white,1456,1193,King's Pawn Game: Pachman Wing Gambit,5
46,black,1231,1177,King's Pawn Game: Napoleon Attack,3
94,black,1777,1640,Italian Game: Classical Variation |  Albin Gambit,9
85,white,1944,1674,Queen's Pawn Game: Chigorin Variation,4
95,white,1777,1785,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
106,black,1726,1560,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
58,black,1151,1500,Queen's Pawn Game: Mason Attack,3
10,white,1381,1500,Queen's Pawn Game #2,3
14,white,1646,1381,Mexican Defense,4
48,black,1500,1637,Center Game Accepted,4
38,black,1972,2174,Sicilian Defense: Old Sicilian,4
85,white,1603,1641,Queen's Pawn,1
68,black,1647,1805,Indian Game: Pawn Push Variation,3
13,white,1798,1654,Vienna Game,3
101,white,1617,1666,Van't Kruijs Opening,1
58,black,1383,1662,King's Pawn Game: McConnell Defense,4
54,black,1567,1655,King's Pawn Game: McConnell Defense,4
